N/A,IR11T153/COLOMBIA XXI,344,in standardized format,"IR11T153",IR11T153,345,in standardized format,"CENTAURO",CENTAURO,
N/A,IR11T153/DASAN,346,in standardized format,"IR11T153",IR11T153,347,in standardized format,"COLOMBIA XXI",COLOMBIA XXI,
N/A,IR 85891-B-B-AJY 1-B-1-BAY B/DULAR,348,in standardized format,"IR11T153",IR11T153,349,in standardized format,"DASAN",DASAN,
N/A,IR 85891-B-B-AJY 1-B-1-BAY B/FEDEARROZ 2000,350,"IR 85891-B-B-AJY 1-B-1-BAYB^	;string pattern not recognized. #",N/A,IR 85891-B-B-AJY 1-B-1-BAYB,351,in standardized format,"DULAR",DULAR,
N/A,IR 85891-B-B-AJY 1-B-1-BAY B/FEDEARROZ 21,352,"IR 85891-B-B-AJY 1-B-1-BAYB^	;string pattern not recognized. #",N/A,IR 85891-B-B-AJY 1-B-1-BAYB,353,in standardized format,"FEDEARROZ 2000",FEDEARROZ 2000,
N/A,IR11T222/FEDEARROZ 473,354,"IR 85891-B-B-AJY 1-B-1-BAYB^	;string pattern not recognized. #",N/A,IR 85891-B-B-AJY 1-B-1-BAYB,355,in standardized format,"FEDEARROZ 21",FEDEARROZ 21,
N/A,IR11T222/FEDEARROZ MOCARE,356,in standardized format,"IR11T222",IR11T222,357,in standardized format,"FEDEARROZ 473",FEDEARROZ 473,
N/A,IR11T222/GIZA 178,358,in standardized format,"IR11T222",IR11T222,359,in standardized format,"FEDEARROZ MOCARE",FEDEARROZ MOCARE,
N/A,POKKALI/IDSA 77,360,in standardized format,"IR11T222",IR11T222,361,in standardized format,"GIZA 178",GIZA 178,
N/A,POKKALI/IR 2006-P12-12-2-2,362,in standardized format,"POKKALI",POKKALI,363,in standardized format,"IDSA 77",IDSA 77,
N/A,POKKALI/IR 2307-247-2-2-3,364,in standardized format,"POKKALI",POKKALI,365,"IR 2006-P12^-12-2-2	;string pattern not recognized. #",N/A,IR 2006-P12-12-2-2,
N/A,IR10C145/IR 68450-36-3-2-2-3,366,in standardized format,"POKKALI",POKKALI,367,in standardized format,"IR 2307#IR 2307-247#IR 2307-247-2#IR 2307-247-2-2#IR 2307-247-2-2-3",IR 2307-247-2-2-3,
N/A,IR10L411/IR 69428-6-1-1-3-3,368,in standardized format,"IR10C145",IR10C145,369,in standardized format,"IR 68450#IR 68450-36#IR 68450-36-3#IR 68450-36-3-2#IR 68450-36-3-2-2#IR 68450-36-3-2-2-3",IR 68450-36-3-2-2-3,
N/A,IR10L411/IR 69807-13-2-1,370,in standardized format,"IR10L411",IR10L411,371,in standardized format,"IR 69428#IR 69428-6#IR 69428-6-1#IR 69428-6-1-1#IR 69428-6-1-1-3#IR 69428-6-1-1-3-3",IR 69428-6-1-1-3-3,
N/A,IR10L411/IR 70114-5-3-3-3,372,in standardized format,"IR10L411",IR10L411,373,in standardized format,"IR 69807#IR 69807-13#IR 69807-13-2#IR 69807-13-2-1",IR 69807-13-2-1,
N/A,IR10L411/IR 01W102,374,in standardized format,"IR10L411",IR10L411,375,in standardized format,"IR 70114#IR 70114-5#IR 70114-5-3#IR 70114-5-3-3#IR 70114-5-3-3-3",IR 70114-5-3-3-3,
N/A,BG 90-2/IRRI 145,376,in standardized format,"IR10L411",IR10L411,377,in standardized format,"IR01W102",IR01W102,
N/A,BG 90-2/IR 71146-97-1-2-1-3,378,in standardized format,"BG 90#BG 90-2",BG 90-2,379,in standardized format,"IRRI 145",IRRI 145,
N/A,BG 90-2/IR 71676-90-2-2,380,in standardized format,"BG 90#BG 90-2",BG 90-2,381,in standardized format,"IR 71146#IR 71146-97#IR 71146-97-1#IR 71146-97-1-2#IR 71146-97-1-2-1#IR 71146-97-1-2-1-3",IR 71146-97-1-2-1-3,
N/A,BG 90-2/IR 71701-28-1-4,382,in standardized format,"BG 90#BG 90-2",BG 90-2,383,in standardized format,"IR 71676#IR 71676-90#IR 71676-90-2#IR 71676-90-2-2",IR 71676-90-2-2,
N/A,IR 45912-9-1-2-2/IR 72164-348-6-2-2-2,384,in standardized format,"BG 90#BG 90-2",BG 90-2,385,in standardized format,"IR 71701#IR 71701-28#IR 71701-28-1#IR 71701-28-1-4",IR 71701-28-1-4,
N/A,IR 45912-9-1-2-2/IR 72225-20-3-2-3,386,in standardized format,"IR 45912#IR 45912-9#IR 45912-9-1#IR 45912-9-1-2#IR 45912-9-1-2-2",IR 45912-9-1-2-2,387,in standardized format,"IR 72164#IR 72164-348#IR 72164-348-6#IR 72164-348-6-2#IR 72164-348-6-2-2#IR 72164-348-6-2-2-2",IR 72164-348-6-2-2-2,
N/A,IR 45912-9-1-2-2/IR 72870-19-2-2-3,388,in standardized format,"IR 45912#IR 45912-9#IR 45912-9-1#IR 45912-9-1-2#IR 45912-9-1-2-2",IR 45912-9-1-2-2,389,in standardized format,"IR 72225#IR 72225-20#IR 72225-20-3#IR 72225-20-3-2#IR 72225-20-3-2-3",IR 72225-20-3-2-3,
N/A,IR 45912-9-1-2-2/IR 72875-94-3-3-2,390,in standardized format,"IR 45912#IR 45912-9#IR 45912-9-1#IR 45912-9-1-2#IR 45912-9-1-2-2",IR 45912-9-1-2-2,391,in standardized format,"IR 72870#IR 72870-19#IR 72870-19-2#IR 72870-19-2-2#IR 72870-19-2-2-3",IR 72870-19-2-2-3,
N/A,IR 02W101/IR 72903-121-2-1-2,392,in standardized format,"IR 45912#IR 45912-9#IR 45912-9-1#IR 45912-9-1-2#IR 45912-9-1-2-2",IR 45912-9-1-2-2,393,in standardized format,"IR 72875#IR 72875-94#IR 72875-94-3#IR 72875-94-3-3#IR 72875-94-3-3-2",IR 72875-94-3-3-2,
N/A,IR 02W101/IR 72967-12-2-3,394,in standardized format,"IR02W101",IR02W101,395,in standardized format,"IR 72903#IR 72903-121#IR 72903-121-2#IR 72903-121-2-1#IR 72903-121-2-1-2",IR 72903-121-2-1-2,
N/A,IR 02W101/IR 72969-143-5-3-6-2,396,in standardized format,"IR02W101",IR02W101,397,in standardized format,"IR 72967#IR 72967-12#IR 72967-12-2#IR 72967-12-2-3",IR 72967-12-2-3,
N/A,IR 02W101/IR 73006-12-3-3-2,398,in standardized format,"IR02W101",IR02W101,399,in standardized format,"IR 72969#IR 72969-143#IR 72969-143-5#IR 72969-143-5-3#IR 72969-143-5-3-6#IR 72969-143-5-3-6-2",IR 72969-143-5-3-6-2,
N/A,IR 64680-81-2-2-1-3/IR 73012-137-2-2-2,400,in standardized format,"IR02W101",IR02W101,401,in standardized format,"IR 73006#IR 73006-12#IR 73006-12-3#IR 73006-12-3-3#IR 73006-12-3-3-2",IR 73006-12-3-3-2,
N/A,IR 64680-81-2-2-1-3/IR 00A115,402,in standardized format,"IR 64680#IR 64680-81#IR 64680-81-2#IR 64680-81-2-2#IR 64680-81-2-2-1#IR 64680-81-2-2-1-3",IR 64680-81-2-2-1-3,403,in standardized format,"IR 73012#IR 73012-137#IR 73012-137-2#IR 73012-137-2-2#IR 73012-137-2-2-2",IR 73012-137-2-2-2,
N/A,IR 64680-81-2-2-1-3/IR 73720-36-3-3-1,404,in standardized format,"IR 64680#IR 64680-81#IR 64680-81-2#IR 64680-81-2-2#IR 64680-81-2-2-1#IR 64680-81-2-2-1-3",IR 64680-81-2-2-1-3,405,in standardized format,"IR00A115",IR00A115,
N/A,IR 64680-81-2-2-1-3/IR 00A117,406,in standardized format,"IR 64680#IR 64680-81#IR 64680-81-2#IR 64680-81-2-2#IR 64680-81-2-2-1#IR 64680-81-2-2-1-3",IR 64680-81-2-2-1-3,407,in standardized format,"IR 73720#IR 73720-36#IR 73720-36-3#IR 73720-36-3-3#IR 73720-36-3-3-1",IR 73720-36-3-3-1,
N/A,IR 65450-173-2-1-1-3-3/IR 01A111,408,in standardized format,"IR 64680#IR 64680-81#IR 64680-81-2#IR 64680-81-2-2#IR 64680-81-2-2-1#IR 64680-81-2-2-1-3",IR 64680-81-2-2-1-3,409,in standardized format,"IR00A117",IR00A117,
N/A,IR 65450-173-2-1-1-3-3/IR 01N223,410,in standardized format,"IR 65450#IR 65450-173#IR 65450-173-2#IR 65450-173-2-1#IR 65450-173-2-1-1#IR 65450-173-2-1-1-3#IR 65450-173-2-1-1-3-3",IR 65450-173-2-1-1-3-3,411,in standardized format,"IR01A111",IR01A111,
N/A,IR 65450-173-2-1-1-3-3/IR 02N200,412,in standardized format,"IR 65450#IR 65450-173#IR 65450-173-2#IR 65450-173-2-1#IR 65450-173-2-1-1#IR 65450-173-2-1-1-3#IR 65450-173-2-1-1-3-3",IR 65450-173-2-1-1-3-3,413,in standardized format,"IR01N223",IR01N223,
N/A,IR 65450-173-2-1-1-3-3/IR 02N211,414,in standardized format,"IR 65450#IR 65450-173#IR 65450-173-2#IR 65450-173-2-1#IR 65450-173-2-1-1#IR 65450-173-2-1-1-3#IR 65450-173-2-1-1-3-3",IR 65450-173-2-1-1-3-3,415,in standardized format,"IR02N200",IR02N200,
N/A,IR 65482-4-136-2-2-B/IR 02A201,416,in standardized format,"IR 65450#IR 65450-173#IR 65450-173-2#IR 65450-173-2-1#IR 65450-173-2-1-1#IR 65450-173-2-1-1-3#IR 65450-173-2-1-1-3-3",IR 65450-173-2-1-1-3-3,417,in standardized format,"IR02N211",IR02N211,
N/A,IR 65482-4-136-2-2-B/IR 75862-206-2-8-3-B-B-B,418,in standardized format,"IR 65482#IR 65482-4#IR 65482-4-136#IR 65482-4-136-2#IR 65482-4-136-2-2#IR 65482-4-136-2-2-B",IR 65482-4-136-2-2-B,419,in standardized format,"IR02A201",IR02A201,
N/A,IR 65482-4-136-2-2-B/IRRI 146,420,in standardized format,"IR 65482#IR 65482-4#IR 65482-4-136#IR 65482-4-136-2#IR 65482-4-136-2-2#IR 65482-4-136-2-2-B",IR 65482-4-136-2-2-B,421,in standardized format,"IR 75862#IR 75862-206#IR 75862-206-2#IR 75862-206-2-8#IR 75862-206-2-8-3#IR 75862-206-2-8-3-B#IR 75862-206-2-8-3-B-B#IR 75862-206-2-8-3-B-B-B",IR 75862-206-2-8-3-B-B-B,
N/A,IR 65482-4-136-2-2-B/IRRI 143,422,in standardized format,"IR 65482#IR 65482-4#IR 65482-4-136#IR 65482-4-136-2#IR 65482-4-136-2-2#IR 65482-4-136-2-2-B",IR 65482-4-136-2-2-B,423,in standardized format,"IRRI 146",IRRI 146,
N/A,IR 00A103/IR 03A477,424,in standardized format,"IR 65482#IR 65482-4#IR 65482-4-136#IR 65482-4-136-2#IR 65482-4-136-2-2#IR 65482-4-136-2-2-B",IR 65482-4-136-2-2-B,425,in standardized format,"IRRI 143",IRRI 143,
N/A,IR 00A103/IR 04A213,426,in standardized format,"IR00A103",IR00A103,427,in standardized format,"IR03A477",IR03A477,
N/A,IR 00A103/IR 03A550,428,in standardized format,"IR00A103",IR00A103,429,in standardized format,"IR04A213",IR04A213,
N/A,IR 00A103/IR 03A568,430,in standardized format,"IR00A103",IR00A103,431,in standardized format,"IR03A550",IR03A550,
N/A,IR 65620-192-3-3-3-2/IR 04A285,432,in standardized format,"IR00A103",IR00A103,433,in standardized format,"IR03A568",IR03A568,
N/A,IR 65620-192-3-3-3-2/IRRI 154,434,in standardized format,"IR 65620#IR 65620-192#IR 65620-192-3#IR 65620-192-3-3#IR 65620-192-3-3-3#IR 65620-192-3-3-3-2",IR 65620-192-3-3-3-2,435,in standardized format,"IR04A285",IR04A285,
N/A,IR 65620-192-3-3-3-2/IR 04A427,436,in standardized format,"IR 65620#IR 65620-192#IR 65620-192-3#IR 65620-192-3-3#IR 65620-192-3-3-3#IR 65620-192-3-3-3-2",IR 65620-192-3-3-3-2,437,in standardized format,"IRRI 154",IRRI 154,
N/A,IR 65620-192-3-3-3-2/IR 05A117,438,in standardized format,"IR 65620#IR 65620-192#IR 65620-192-3#IR 65620-192-3-3#IR 65620-192-3-3-3#IR 65620-192-3-3-3-2",IR 65620-192-3-3-3-2,439,in standardized format,"IR04A427",IR04A427,
N/A,IR 67966-44-2-3-2/IR 05A125,440,in standardized format,"IR 65620#IR 65620-192#IR 65620-192-3#IR 65620-192-3-3#IR 65620-192-3-3-3#IR 65620-192-3-3-3-2",IR 65620-192-3-3-3-2,441,in standardized format,"IR05A117",IR05A117,
N/A,IR 67966-44-2-3-2/IR 05N128,442,in standardized format,"IR 67966#IR 67966-44#IR 67966-44-2#IR 67966-44-2-3#IR 67966-44-2-3-2",IR 67966-44-2-3-2,443,in standardized format,"IR05A125",IR05A125,
N/A,IR 67966-44-2-3-2/IR 05N160,444,in standardized format,"IR 67966#IR 67966-44#IR 67966-44-2#IR 67966-44-2-3#IR 67966-44-2-3-2",IR 67966-44-2-3-2,445,in standardized format,"IR05N128",IR05N128,
N/A,IR 67966-44-2-3-2/IR 05N170,446,in standardized format,"IR 67966#IR 67966-44#IR 67966-44-2#IR 67966-44-2-3#IR 67966-44-2-3-2",IR 67966-44-2-3-2,447,in standardized format,"IR05N160",IR05N160,
N/A,IR 68144-2B-2-2-3-1-166/IR 05N173,448,in standardized format,"IR 67966#IR 67966-44#IR 67966-44-2#IR 67966-44-2-3#IR 67966-44-2-3-2",IR 67966-44-2-3-2,449,in standardized format,"IR05N170",IR05N170,
N/A,IR 68144-2B-2-2-3-1-166/IR 05N181,450,in standardized format,"IR 68144#IR 68144-2B#IR 68144-2B-2#IR 68144-2B-2-2#IR 68144-2B-2-2-3#IR 68144-2B-2-2-3-1#IR 68144-2B-2-2-3-1-166",IR 68144-2B-2-2-3-1-166,451,in standardized format,"IR05N173",IR05N173,
N/A,IR 68144-2B-2-2-3-1-166/IR 05N204,452,in standardized format,"IR 68144#IR 68144-2B#IR 68144-2B-2#IR 68144-2B-2-2#IR 68144-2B-2-2-3#IR 68144-2B-2-2-3-1#IR 68144-2B-2-2-3-1-166",IR 68144-2B-2-2-3-1-166,453,in standardized format,"IR05N181",IR05N181,
N/A,IR 68144-2B-2-2-3-1-166/IR 06M138,454,in standardized format,"IR 68144#IR 68144-2B#IR 68144-2B-2#IR 68144-2B-2-2#IR 68144-2B-2-2-3#IR 68144-2B-2-2-3-1#IR 68144-2B-2-2-3-1-166",IR 68144-2B-2-2-3-1-166,455,in standardized format,"IR05N204",IR05N204,
N/A,KALI AUS/IR 06M139,456,in standardized format,"IR 68144#IR 68144-2B#IR 68144-2B-2#IR 68144-2B-2-2#IR 68144-2B-2-2-3#IR 68144-2B-2-2-3-1#IR 68144-2B-2-2-3-1-166",IR 68144-2B-2-2-3-1-166,457,in standardized format,"IR06M138",IR06M138,
N/A,KALI AUS/IR 06M146,458,in standardized format,"KALI AUS",KALI AUS,459,in standardized format,"IR06M139",IR06M139,
N/A,KALI AUS/IR 06N156,460,in standardized format,"KALI AUS",KALI AUS,461,in standardized format,"IR06M146",IR06M146,
N/A,KALI AUS/JORYEONGBYEO,462,in standardized format,"KALI AUS",KALI AUS,463,in standardized format,"IR06N156",IR06N156,
N/A,IR10C145/IR 49830-7-1-2-3,464,in standardized format,"KALI AUS",KALI AUS,465,in standardized format,"JORYEONGBYEO",JORYEONGBYEO,
N/A,IR10C145/IR 70181-32-PMI 1-1-5-1,466,in standardized format,"IR10C145",IR10C145,467,in standardized format,"IR 49830#IR 49830-7#IR 49830-7-1#IR 49830-7-1-2#IR 49830-7-1-2-3",IR 49830-7-1-2-3,
N/A,IR10C145/IR 05F102,468,in standardized format,"IR10C145",IR10C145,469,in standardized format,"IR 70181#IR 70181-32#IR 70181-32-PMI 1#IR 70181-32-PMI 1-1#IR 70181-32-PMI 1-1-5#IR 70181-32-PMI 1-1-5-1",IR 70181-32-PMI 1-1-5-1,
N/A,IR10C146/IR 09F120,470,in standardized format,"IR10C145",IR10C145,471,in standardized format,"IR05F102",IR05F102,
N/A,IR10C146/IR 09F128,472,in standardized format,"IR10C146",IR10C146,473,in standardized format,"IR09F120",IR09F120,
N/A,IR10C146/IRRI 149,474,in standardized format,"IR10C146",IR10C146,475,in standardized format,"IR09F128",IR09F128,
N/A,IR10C146/IR 07F287,476,in standardized format,"IR10C146",IR10C146,477,in standardized format,"IRRI 149",IRRI 149,
N/A,IR10C168/IR 09F146,478,in standardized format,"IR10C146",IR10C146,479,in standardized format,"IR07F287",IR07F287,
N/A,IR10C168/IR 09F154,480,in standardized format,"IR10C168",IR10C168,481,in standardized format,"IR09F146",IR09F146,
N/A,IR10C168/IR 09F230,482,in standardized format,"IR10C168",IR10C168,483,in standardized format,"IR09F154",IR09F154,
N/A,IR10C168/IR 09F226,484,in standardized format,"IR10C168",IR10C168,485,in standardized format,"IR09F230",IR09F230,
N/A,IR10C171/IR 09F237,486,in standardized format,"IR10C168",IR10C168,487,in standardized format,"IR09F226",IR09F226,
N/A,IR10C171/IR 09F238,488,in standardized format,"IR10C171",IR10C171,489,in standardized format,"IR09F237",IR09F237,
N/A,IR10C171/IR 07F290,490,in standardized format,"IR10C171",IR10C171,491,in standardized format,"IR09F238",IR09F238,
N/A,IR10C171/IR 07F291,492,in standardized format,"IR10C171",IR10C171,493,in standardized format,"IR07F290",IR07F290,
N/A,IR10C177/IR 07F289,494,in standardized format,"IR10C171",IR10C171,495,in standardized format,"IR07F291",IR07F291,
N/A,IR10C177/IR 09F260,496,in standardized format,"IR10C177",IR10C177,497,in standardized format,"IR07F289",IR07F289,
N/A,IR10C177/IR 09F209,498,in standardized format,"IR10C177",IR10C177,499,in standardized format,"IR09F260",IR09F260,
N/A,IR10C177/IR 09F218,500,in standardized format,"IR10C177",IR10C177,501,in standardized format,"IR09F209",IR09F209,
N/A,IR 8866-30-3-1-4-2/IR 09F291,502,in standardized format,"IR10C177",IR10C177,503,in standardized format,"IR09F218",IR09F218,
N/A,IR 8866-30-3-1-4-2/IR 67495-NDR 2-1-1-1-1,504,in standardized format,"IR 8866#IR 8866-30#IR 8866-30-3#IR 8866-30-3-1#IR 8866-30-3-1-4#IR 8866-30-3-1-4-2",IR 8866-30-3-1-4-2,505,in standardized format,"IR09F291",IR09F291,
N/A,IR 8866-30-3-1-4-2/ANJALI,506,in standardized format,"IR 8866#IR 8866-30#IR 8866-30-3#IR 8866-30-3-1#IR 8866-30-3-1-4#IR 8866-30-3-1-4-2",IR 8866-30-3-1-4-2,507,"IR 67495-NDR 2^-1-1-1-1	;string pattern not recognized. #",N/A,IR 67495-NDR 2-1-1-1-1,
N/A,IR 8866-30-3-1-4-2/BR 11,508,in standardized format,"IR 8866#IR 8866-30#IR 8866-30-3#IR 8866-30-3-1#IR 8866-30-3-1-4#IR 8866-30-3-1-4-2",IR 8866-30-3-1-4-2,509,in standardized format,"ANJALI",ANJALI,
N/A,N 22/IR 07F290,510,in standardized format,"IR 8866#IR 8866-30#IR 8866-30-3#IR 8866-30-3-1#IR 8866-30-3-1-4#IR 8866-30-3-1-4-2",IR 8866-30-3-1-4-2,511,in standardized format,"BR 11",BR 11,
N/A,N 22/CT 9993-5-10-1-M,512,in standardized format,"N 22",N 22,513,in standardized format,"IR07F290",IR07F290,
N/A,N 22/IR 71700-247-1-1-2,514,in standardized format,"N 22",N 22,515,in standardized format,"IRRI 149",IRRI 149,
N/A,PSB RC 94/IR 03L142,516,in standardized format,"N 22",N 22,517,in standardized format,"IR 71700#IR 71700-247#IR 71700-247-1#IR 71700-247-1-1#IR 71700-247-1-1-2",IR 71700-247-1-1-2,
N/A,PSB RC 94/IRRI 148,518,in standardized format,"PSB RC 94",PSB RC 94,519,in standardized format,"IR03L142",IR03L142,
N/A,PSB RC 94/IR 01A163,520,in standardized format,"PSB RC 94",PSB RC 94,521,in standardized format,"IRRI 148",IRRI 148,
N/A,PSB RC 94/IR 77298-14-1-2-10,522,in standardized format,"PSB RC 94",PSB RC 94,523,in standardized format,"IR01A163",IR01A163,
N/A,IR 13240-108-2-2-3/IR 77298-5-6-18,524,in standardized format,"PSB RC 94",PSB RC 94,525,in standardized format,"IR 77298#IR 77298-14#IR 77298-14-1#IR 77298-14-1-2#IR 77298-14-1-2-10",IR 77298-14-1-2-10,
N/A,IR 13240-108-2-2-3/IR 78875-176-B-2,526,in standardized format,"IR 13240#IR 13240-108#IR 13240-108-2#IR 13240-108-2-2#IR 13240-108-2-2-3",IR 13240-108-2-2-3,527,in standardized format,"IR 77298#IR 77298-5#IR 77298-5-6#IR 77298-5-6-18",IR 77298-5-6-18,
N/A,IR 13240-108-2-2-3/IR 78875-190-B-1-3,528,in standardized format,"IR 13240#IR 13240-108#IR 13240-108-2#IR 13240-108-2-2#IR 13240-108-2-2-3",IR 13240-108-2-2-3,529,in standardized format,"IR 78875#IR 78875-176#IR 78875-176-B#IR 78875-176-B-2",IR 78875-176-B-2,
N/A,IR 13240-108-2-2-3/IR 78908-143-B-4,530,in standardized format,"IR 13240#IR 13240-108#IR 13240-108-2#IR 13240-108-2-2#IR 13240-108-2-2-3",IR 13240-108-2-2-3,531,in standardized format,"IR 78875#IR 78875-190#IR 78875-190-B#IR 78875-190-B-1#IR 78875-190-B-1-3",IR 78875-190-B-1-3,
N/A,SOM CAU 70 A/IR 78985-B-6-B-B-B,532,in standardized format,"IR 13240#IR 13240-108#IR 13240-108-2#IR 13240-108-2-2#IR 13240-108-2-2-3",IR 13240-108-2-2-3,533,in standardized format,"IR 78908#IR 78908-143#IR 78908-143-B#IR 78908-143-B-4",IR 78908-143-B-4,
N/A,SOM CAU 70 A/IR 79913-B-176-B-4,534,in standardized format,"SOM CAU 70 A",SOM CAU 70 A,535,in standardized format,"IR 78985#IR 78985-B#IR 78985-B-6#IR 78985-B-6-B#IR 78985-B-6-B-B#IR 78985-B-6-B-B-B",IR 78985-B-6-B-B-B,
N/A,SOM CAU 70 A/IR 79971-B-369,536,in standardized format,"SOM CAU 70 A",SOM CAU 70 A,537,in standardized format,"IR 79913#IR 79913-B#IR 79913-B-176#IR 79913-B-176-B#IR 79913-B-176-B-4",IR 79913-B-176-B-4,
N/A,SOM CAU 70 A/IR 79971-B-381,538,in standardized format,"SOM CAU 70 A",SOM CAU 70 A,539,in standardized format,"IR 79971#IR 79971-B#IR 79971-B-369",IR 79971-B-369,
N/A,SUPER BASMATI/IR 81039-B-173-U 3-3,540,in standardized format,"SOM CAU 70 A",SOM CAU 70 A,541,in standardized format,"IR 79971#IR 79971-B#IR 79971-B-381",IR 79971-B-381,
N/A,SUPER BASMATI/IR 81063-B-94-U 3-1,542,in standardized format,"SUPER BASMATI",SUPER BASMATI,543,"IR 81039-B-173-U 3^-3	;string pattern not recognized. #",N/A,IR 81039-B-173-U 3-3,
N/A,SUPER BASMATI/IR 68450-36-3-2-2-3,544,in standardized format,"SUPER BASMATI",SUPER BASMATI,545,"IR 81063-B-94-U 3^-1	;string pattern not recognized. #",N/A,IR 81063-B-94-U 3-1,
N/A,SUPER BASMATI/IR 69428-6-1-1-3-3,546,in standardized format,"SUPER BASMATI",SUPER BASMATI,547,in standardized format,"IR 68450#IR 68450-36#IR 68450-36-3#IR 68450-36-3-2#IR 68450-36-3-2-2#IR 68450-36-3-2-2-3",IR 68450-36-3-2-2-3,
N/A,WAB 56-125/IR 69807-13-2-1,548,in standardized format,"SUPER BASMATI",SUPER BASMATI,549,in standardized format,"IR 69428#IR 69428-6#IR 69428-6-1#IR 69428-6-1-1#IR 69428-6-1-1-3#IR 69428-6-1-1-3-3",IR 69428-6-1-1-3-3,
N/A,SARO 5/IR 72870-19-2-2-3,550,in standardized format,"SARO 5",SARO 5,551,in standardized format,"IR 72225#IR 72225-20#IR 72225-20-3#IR 72225-20-3-2#IR 72225-20-3-2-3",IR 72225-20-3-2-3,
N/A,SARO 5/IR 72875-94-3-3-2,552,in standardized format,"SARO 5",SARO 5,553,in standardized format,"IR 72870#IR 72870-19#IR 72870-19-2#IR 72870-19-2-2#IR 72870-19-2-2-3",IR 72870-19-2-2-3,
N/A,SARO 5/IR 72903-121-2-1-2,554,in standardized format,"SARO 5",SARO 5,555,in standardized format,"IR 72875#IR 72875-94#IR 72875-94-3#IR 72875-94-3-3#IR 72875-94-3-3-2",IR 72875-94-3-3-2,
N/A,AGAMI M 1/IR 72967-12-2-3,556,in standardized format,"SARO 5",SARO 5,557,in standardized format,"IR 72903#IR 72903-121#IR 72903-121-2#IR 72903-121-2-1#IR 72903-121-2-1-2",IR 72903-121-2-1-2,
N/A,AGAMI M 1/IR 72969-143-5-3-6-2,558,in standardized format,"AGAMI M 1",AGAMI M 1,559,in standardized format,"IR 72967#IR 72967-12#IR 72967-12-2#IR 72967-12-2-3",IR 72967-12-2-3,
N/A,AGAMI M 1/IR 73006-12-3-3-2,560,in standardized format,"AGAMI M 1",AGAMI M 1,561,in standardized format,"IR 72969#IR 72969-143#IR 72969-143-5#IR 72969-143-5-3#IR 72969-143-5-3-6#IR 72969-143-5-3-6-2",IR 72969-143-5-3-6-2,
N/A,AGAMI M 1/IR 73012-137-2-2-2,562,in standardized format,"AGAMI M 1",AGAMI M 1,563,in standardized format,"IR 73006#IR 73006-12#IR 73006-12-3#IR 73006-12-3-3#IR 73006-12-3-3-2",IR 73006-12-3-3-2,
N/A,ARANG/IR 00A115,564,in standardized format,"AGAMI M 1",AGAMI M 1,565,in standardized format,"IR 73012#IR 73012-137#IR 73012-137-2#IR 73012-137-2-2#IR 73012-137-2-2-2",IR 73012-137-2-2-2,
N/A,ARANG/IR 73720-36-3-3-1,566,in standardized format,"ARANG",ARANG,567,in standardized format,"IR00A115",IR00A115,
N/A,ARANG/IR 00A117,568,in standardized format,"ARANG",ARANG,569,in standardized format,"IR 73720#IR 73720-36#IR 73720-36-3#IR 73720-36-3-3#IR 73720-36-3-3-1",IR 73720-36-3-3-1,
N/A,ARANG/IR 01A111,570,in standardized format,"ARANG",ARANG,571,in standardized format,"IR00A117",IR00A117,
N/A,IRRI 148/IR 01N223,572,in standardized format,"ARANG",ARANG,573,in standardized format,"IR01A111",IR01A111,
N/A,IRRI 148/IR 02N200,574,in standardized format,"IRRI 148",IRRI 148,575,in standardized format,"IR01N223",IR01N223,
N/A,IRRI 148/IR 02N211,576,in standardized format,"IRRI 148",IRRI 148,577,in standardized format,"IR02N200",IR02N200,
N/A,IRRI 148/IR 02A201,578,in standardized format,"IRRI 148",IRRI 148,579,in standardized format,"IR02N211",IR02N211,
N/A,IR08L216/IR 75862-206-2-8-3-B-B-B,580,in standardized format,"IRRI 148",IRRI 148,581,in standardized format,"IR02A201",IR02A201,
N/A,IR08L216/IRRI 146,582,in standardized format,"IR08L216",IR08L216,583,in standardized format,"IR 75862#IR 75862-206#IR 75862-206-2#IR 75862-206-2-8#IR 75862-206-2-8-3#IR 75862-206-2-8-3-B#IR 75862-206-2-8-3-B-B#IR 75862-206-2-8-3-B-B-B",IR 75862-206-2-8-3-B-B-B,
N/A,IR08L216/IRRI 143,584,in standardized format,"IR08L216",IR08L216,585,in standardized format,"IRRI 146",IRRI 146,
N/A,IR08L216/IR 03A477,586,in standardized format,"IR08L216",IR08L216,587,in standardized format,"IRRI 143",IRRI 143,
N/A,IR09L179/IR 04A213,588,in standardized format,"IR08L216",IR08L216,589,in standardized format,"IR03A477",IR03A477,
N/A,IR09L179/IR 03A550,590,in standardized format,"IR09L179",IR09L179,591,in standardized format,"IR04A213",IR04A213,
N/A,IR09L179/IR 03A568,592,in standardized format,"IR09L179",IR09L179,593,in standardized format,"IR03A550",IR03A550,
N/A,IR09L179/IR 04A285,594,in standardized format,"IR09L179",IR09L179,595,in standardized format,"IR03A568",IR03A568,
N/A,IR11L230/IRRI 154,596,in standardized format,"IR09L179",IR09L179,597,in standardized format,"IR04A285",IR04A285,
N/A,IR11L230/IR 04A427,598,in standardized format,"IR11L230",IR11L230,599,in standardized format,"IRRI 154",IRRI 154,
N/A,IR11L230/IR 05A117,600,in standardized format,"IR11L230",IR11L230,601,in standardized format,"IR04A427",IR04A427,
